Name,Price,Old,Discount,Stars_and_reviews
Garnier Mineral Women Even Extra Roll-on - 50ml,KSh 350, , ,4.4 out of 5(118)
Garnier Skin Active Hydrabomb Pomegranate Tissue Face Mask,KSh 365, , ,4.6 out of 5(1543)
Qwen 128GB Flash Disks USB Flash Drive High Speed,"KSh 1,200","KSh 1,800",33%,4.2 out of 5(44)
Nice & Lovely Baby Range Value Pack,"KSh 2,600", , ,4.5 out of 5(53)
LASA Window Privacy Static Film Frosted Glass Non-Adhesive 45x200CM,KSh 250,KSh 400,38%,4.8 out of 5(18)
"Roch RFR-210-DT-I Double Door Refrigerator, 170L - Silver (1YR WRTY)","KSh 33,299","KSh 58,999",44%,4.4 out of 5(51)
"Hisense 43"" A4K Series Smart","KSh 31,530","KSh 45,000",30%,4 out of 5(8)
Maybelline Lifter Gloss Petal With Hyaluronic Acid,"KSh 1,248","KSh 2,000",38%,4.4 out of 5(313)
Superfoam Morning Glory School Mattress- Blue,"KSh 2,000 - KSh 12,526","KSh 3,158 - KSh 12,526",44%,4.2 out of 5(55)
Wlisth ST003 Men Fashion Sport Quartz Business Watch,"KSh 1,052","KSh 1,844",43%,4.4 out of 5(409)
Niceone 6pcs 310ml High Quality Classy Wine Whiskey Water Glass,KSh 699,KSh 999,30%,4.5 out of 5(19)
NIVEA Waterlily & Oil Shower Gel For Women 250ml (Pack Of 2),"KSh 1,190", , ,4.6 out of 5(553)
"VON VRT-138DRHX DoubleDoor  FRIDGE  138L,INOX","KSh 28,999","KSh 43,995",34%,5 out of 5(1)
Sonar K9C Hot And Cold Water Dispenser - White/Black,"KSh 5,980","KSh 7,000",15%,4.2 out of 5(100)
Eurochef New 3 Burner G-003B  Stainless Steel Table Top Double Burner Gas Cooker BLACK,"KSh 2,200","KSh 2,800",21%,3.8 out of 5(9)
Qwen Bluetooth Earphones Wirelss HeadsetsFinger Touch with Power Bank,KSh 499,KSh 800,38%,4.2 out of 5(20)
Adidas Adilette Aqua Slides Unisex,"KSh 1,999","KSh 4,600",57%,4.6 out of 5(33)
Mizani Miracle Length Hairline  And Root  Stimulator,"KSh 5,473","KSh 5,972",8%,4.4 out of 5(135)
Rashnik 630ml Single Layer Insulated Stainless Steel Lunch Box with Handles (RN-1405BLUE),KSh 300, , ,4 out of 5(11)
Nice One 6PCS 370ML High Quality Classy Whiskey Wine Water Glass Cups (ES7018-2 GLASS CUP),KSh 699,KSh 899,22%,5 out of 5(4)
NIVEA Black & White Clear Anti-Perspirant Rollon 48h - 50ml (Pack Of 2),KSh 728,"KSh 1,040",30%,4.5 out of 5(102)
Soko Soko Maize Meal - 2Kg,KSh 128,KSh 140,9%,4.4 out of 5(656)
Maybelline Fit Me Powder 350 Caramel,"KSh 1,344","KSh 1,420",5%,4.3 out of 5(241)
USN Hyperbolic Mass French Vanilla  1Kg (2.2 Lbs),"KSh 1,999", , ,4.2 out of 5(448)
Mara Ashwagandha Root Powder 100g,KSh 800,"KSh 1,200",33%,4.3 out of 5(146)
"Vivo Y02t - 6.51'', 4GB RAM + 64GB ROM - (Dual SIM) - 5000mAh - Cosmic Grey (2YRs WRTY)","KSh 9,999","KSh 19,000",47%,4.3 out of 5(18)
Ramtons RM/591- 3LT Cordless Kettle (1YR WRTY),"KSh 2,600","KSh 3,000",13%,4.4 out of 5(247)
Jameson Jameson Irish Whiskey - 750 Ml,"KSh 2,299","KSh 2,930",22%,4.6 out of 5(154)
Pembe Pembe Maize Meal - 10Kg,KSh 649,KSh 679,4%,4.4 out of 5(72)
Nunix Table Top Hot And Normal Water Dispenser (K1N),"KSh 2,359","KSh 2,421",3%,4 out of 5(26)
Hikers Fridge 138Liters Double Door Refrigerator RF138L-Silver,"KSh 31,999","KSh 50,498",37%,3.6 out of 5(24)
Nunix AK-105 - 2 In 1 Blender With Grinding Machine – 350W -  1.5L – Black,"KSh 1,700","KSh 2,150",21%,4 out of 5(91)
Superfoam Morning Glory Medium Density Quilted  -Grey & Blue,"KSh 7,368 - KSh 14,737", , ,4.3 out of 5(26)
Adidas Adilette Aqua Slides Women,"KSh 1,999","KSh 4,600",57%,4.5 out of 5(21)
Top Fry Top Fry Vegetable Oil - 5ltr,"KSh 1,349","KSh 1,650",18%,4.6 out of 5(370)
Hisense H20MOWS11 - 20 Liters Microwave - White (2YRs WRTY),"KSh 9,299","KSh 12,000",23%,4.7 out of 5(14)
C Idea 10.1 Inch Android Tablet PC 12 Dual Camera Sim 8GB RAM 512GB Bluetooth Fntastic Gray,"KSh 13,999","KSh 21,000",33%,3.8 out of 5(16)
Rashnik 1000ml Blue Stainless Steel Vacuum Flask,KSh 839,KSh 840,1%,4.1 out of 5(41)
NIVEA Refreshing Face Wash For Women - 150ml,KSh 566,KSh 755,25%,4.5 out of 5(166)
Vision Plus VP2110SB - 2.1CH Soundbar With Bluetooth - Black (2YRs WRTY),"KSh 7,199","KSh 9,995",28%,4.3 out of 5(85)
Rashnik RN-8030 AC Light 20w,KSh 483, , ,3.2 out of 5(30)
Amtec AM-006 Amtec 15000W MULTIMEDIA SYSTEM 2.1CH FM/SD/BT/USB,"KSh 7,999","KSh 9,500",16%,4.2 out of 5(101)
NIVEA Blackberry Shine Lip Balm For Women - 4.8g (Pack Of 2),KSh 609,KSh 790,23%,4.6 out of 5(270)
"Oppo A18,6.6"",128GB+4GB, 8MP, 90Hz, 5000mAh (Dual Sim) Glowing Blue, 2YRs WRTY","KSh 15,417","KSh 19,999",23%,4.2 out of 5(67)
RichRipple JR01 Bluetooth Headsets Wireless Pods Pro Earpods Earphones,KSh 999,"KSh 1,561",36%,4.1 out of 5(33)
Nunix Nunix Aluminium Pressure Cooker - Explosion Proof - 4 Litres - Silver,"KSh 2,448", , ,3.9 out of 5(44)
Hisense HS2100 - 2.1CH soundbar with wireless subwoofer 240W (2YRs WRTY),"KSh 16,200","KSh 25,000",35%,4.6 out of 5(29)
Rashnik Double Electric Coil Hot Plate,"KSh 1,584", , ,4.3 out of 5(12)
Qwen Mini Wireless Mouse  & Keyboard Combo -Black,"KSh 1,240","KSh 2,000",38%,4.3 out of 5(201)
"Gld 32"" Smart Frameless HD LED Television - Black.","KSh 13,696","KSh 16,999",19%,4.3 out of 5(15)
Vitron V635 3.1CH Multimedia Speaker System - Black,"KSh 5,450","KSh 5,699",4%,4.1 out of 5(372)
Amtec AM-011 Home Theatre Sub Woofer AC/DC-MF/BT-USB-Amtec,"KSh 3,000","KSh 3,699",19%,3.9 out of 5(57)
C Idea Adults Tablets，10 Inches Android 12 Sim 8GB+512GB Storage Keyboard(Pink),"KSh 12,999","KSh 21,134",38%,3.9 out of 5(28)
Nunix Nunix Aluminium Pressure Cooker - Explosion Proof - 5 Litres - Silver,"KSh 2,624","KSh 2,799",6%,4.4 out of 5(45)
Royal R904 2.1CH Speaker System 45W - Black,"KSh 2,999","KSh 4,399",32%,4.5 out of 5(22)
LASA 4 TIER METAL TOWER 20 PAIR SHOE RACK STORAGE ORGANIZER UNIT,"KSh 1,518","KSh 2,400",37%,4.6 out of 5(13)
Power King 4 Way Extension Power Cable,KSh 550,KSh 599,8%,4.3 out of 5(53)
Adidas Vultrun M Men Running Shoes,"KSh 3,474","KSh 12,800",73%,4.6 out of 5(22)
Garnier Protection 5 Mens Roll-on - 50ml,KSh 350, , ,4.4 out of 5(115)
UNCOVER MINI ARGAN HYDRATING MOISTURISER – 30ML,KSh 999, , ,4.2 out of 5(23)
NIVEA Perfect & Radiant Luminous630 Anti Dark Marks Serum - 30ml-pack Of 2,"KSh 4,208","KSh 5,610",25%,4.6 out of 5(38)
RichRipple 320GB External Hard Disk USB3.0 High-speed Portable Mobile Computing Hard Drive,"KSh 1,899","KSh 3,490",46%,4.6 out of 5(27)
Nunix Z16 Hot & Normal Water Dispenser – Gold,"KSh 5,720", , ,4.8 out of 5(17)
Maybelline SuperStay 30H Active Wear Foundation- 60 CARAMEL,"KSh 1,584","KSh 2,400",34%,4 out of 5(170)
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Moon","KSh 1,248","KSh 2,000",38%,4.7 out of 5(98)
Miniso Aromatic Scent Scent Diffuser 23ML ( Tropical Peach ),KSh 309, , ,4 out of 5(50)
Nunix 6L Electric Chips Deep Fryer,"KSh 4,500","KSh 5,242",14%,4.4 out of 5(28)
"Hisense 176L Single Door Refrigerator With Water Dispenser, Silver  RS-23DR4SB (2YRS WRTY)","KSh 36,430","KSh 49,000",26%,4.3 out of 5(16)
Nunix Nunix Aluminium Pressure Cooker - Explosion Proof - 7  Litres - Silver,"KSh 2,880", , ,4 out of 5(34)
Sonar K6C Hot And Cold Water Dispenser - White/Blue,"KSh 4,830","KSh 5,400",11%,4 out of 5(70)
"NIVEA MEN Deep Antibacterial Anti-Perspirant Spray, 72h -150ml (Pack Of 2)","KSh 1,322", , ,4.7 out of 5(331)
Qwen 128GB Memory Cards High Speed -Blue,"KSh 1,299","KSh 2,000",35%,4.2 out of 5(40)
LASA Double Sided Nano Removal Tape Gel Grip,KSh 350,KSh 660,47%,4.6 out of 5(9)
"Vitron HTC2446D - 24ﾔ HD Digital LED TV - Black, 1YR WRTY","KSh 8,810","KSh 11,999",27%,4 out of 5(66)
UNCOVER MINI ALOE INVISIBLE SUNSCREEN – 40ML,"KSh 1,700", , ,4.7 out of 5(29)
Qwen Wireless Earbuds Bluetooth Headset With Mirror,KSh 829,"KSh 1,200",31%,4.1 out of 5(68)
Nice One 6PCS 310ML High Quality Classy Whiskey Wine Water Glass Cups (ES1131GLASS WARE),KSh 799,KSh 999,20%,4.7 out of 5(3)
Maybelline SuperStay 30H Active Wear Foundation- 75 MOCHA,"KSh 1,584","KSh 2,400",34%,4.3 out of 5(203)
"Sundabest Assorted Decorated Soup Bowls, Set of 6 ( 9878)",KSh 514, , ,5 out of 5(2)
WK 02 CH Multimedia Speaker 10000watts,"KSh 5,560","KSh 7,500",26%,4 out of 5(2)
SIMI Three In One Stylus Pen,KSh 99,KSh 198,50%,4.4 out of 5(56)
"Amtec AM-731 3.1CH Sub Woofer Bluetooth System-FM,USB,SD-20000W","KSh 6,999","KSh 7,800",10%,4.1 out of 5(113)
Ranee Biryani - 5 Kg,"KSh 1,199","KSh 1,450",17%,4.3 out of 5(45)
XIAOMI Redmi A3 Dual Sim (3GB RAM+64 ROM GB) - Forest Green (1YR WRTY),"KSh 10,746","KSh 12,500",14%,3.3 out of 5(3)
"C Idea 8 Inch Tablet,Android 12 Dual Camera Sim Pink 256GB Adult Men Tablet With Case","KSh 6,999","KSh 13,000",46%,3.5 out of 5(4)
Gld G2304 Sound Bar Speaker System 65W - Black,"KSh 7,999","KSh 11,999",33%,3.6 out of 5(19)
"Ramtons RM/458 - Digital Glass Microwave, 700W - 20L -Black & Silver","KSh 11,800", , ,4.6 out of 5(627)
Velvex Eco-Friendly Kitchen Towel Twin Pack,KSh 230, , ,4 out of 5(36)
Maybelline SuperStay 30H Active Wear Foundation- 64 CHESTNUT,"KSh 1,584","KSh 2,400",34%,4.3 out of 5(138)
"Vitron HTC3246 - 32"" HD LED Digital TV - Black, 1YR WRTY","KSh 11,265","KSh 13,599",17%,3.9 out of 5(98)
"NIVEA Indulge Gift Pack - (Nourishing Cocoa Body Lotion 400ml,Waterlily Shower Gel 250ml & Pearl & Beauty Roll-On 50ml)","KSh 1,699","KSh 1,785",5%,4.7 out of 5(356)
JTC J801PRO 2.1CH Subwoofer Speaker System + Mic 120W - (Black),"KSh 8,333","KSh 12,999",36%,3.8 out of 5(17)
Qwen Makeup Sponges Powder Puff Beaty Blender 6 Pcs/set,KSh 459,KSh 800,43%,4.7 out of 5(105)
Sundabest 6-pieces Highball Glass Set (6869),KSh 570, , ,3.9 out of 5(16)
NIVEA Perfect & Radiant Even-tone Skin Care Pack,"KSh 1,890","KSh 2,700",30%,4.5 out of 5(155)
"Amtec AM-608 Sub Woofer Sound System-BT/USB/FM-8,000 WATTS-","KSh 5,000","KSh 6,500",23%,4.1 out of 5(47)
Maybelline Fit Me Powder 330 Toffee,"KSh 1,348","KSh 1,420",5%,4.3 out of 5(163)
Superfoam Brown & Beige Heavy Duty Quilted Mattress,"KSh 6,150 - KSh 21,800","KSh 8,579 - KSh 30,526",29%,3.4 out of 5(9)
Maybelline Fit Me Matte & Poreless Setting Spray,"KSh 1,628","KSh 1,740",6%,4.4 out of 5(68)
Rashnik 1000W Single Cooking Plate Stove Electric Ring Hot Plate Cooker,KSh 714,KSh 715,1%,4 out of 5(21)
L'Oreal L'Oréal Paris Glycolic Bright - Day & Night Routine Kit,"KSh 2,340","KSh 3,600",35%,4.5 out of 5(12)
"Infinix Note 40, 6.78"", 256GB + 8GB RAM (UPTO 16GB RAM), Dual SIM, 5000mAh, Obsidian Black","KSh 27,929","KSh 50,000",44%,4.7 out of 5(13)
Superfoam Morning Glory Heavy Duty Quilted Mattress - Orange,"KSh 6,150 - KSh 14,250","KSh 8,421 - KSh 16,842",27%,4.8 out of 5(10)
Ushindi Ushindi Multi Purpose Bar Soap - 1kg,KSh 189,KSh 250,24%,4.7 out of 5(134)
Nunix 2 In 1 Blender With Grinding Machine 1.5 Ltrs Model AK-100,"KSh 1,904", , ,4 out of 5(25)
Garnier Skin Active Hydrabomb Chamomile Tissue Face Mask,KSh 365, , ,4.6 out of 5(1054)
Miniso 5 Pcs Teapot  + Cup Set Glass Stainless Steel Tea Pot 700ml,KSh 699, , ,4.4 out of 5(46)
LASA 8K Certified Ultra High Speed Hdmi Cable - 3M,KSh 850,"KSh 1,295",34%,4.8 out of 5(18)
Rashnik RN-2456 Hot And Normal Table Top (White),"KSh 2,310", , ,4.4 out of 5(8)
Adidas Streetahead W Women Running Shoes,"KSh 3,841","KSh 11,008",65%,4.9 out of 5(16)
Ramtons RM/458 - Digital Glass Microwave (1YR WRTY),"KSh 10,684","KSh 11,800",9%,4.5 out of 5(39)
Nunix SC-002 Table Top Double Burner Gas Stove Cooker,"KSh 1,814","KSh 1,815",1%,4 out of 5(174)
NIVEA Pure Fresh Shower Gel For Women - 250ml,KSh 470, , ,4.7 out of 5(26)
Oraimo FreePods 3C ENC Calling Noise Cancellation Long Playtime True Wireless Earbuds,"KSh 3,550","KSh 4,389",19%,4.2 out of 5(52)
Garnier Skin Active Hydrabomb Green Tea Tissue Face Mask,KSh 365, , ,4.6 out of 5(837)
Mara Activated Charcoal 250g,KSh 450,KSh 500,10%,4.7 out of 5(63)
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Stone","KSh 1,248","KSh 2,000",38%,4.7 out of 5(101)
"Vision Plus VP8832SF- 32-Inches Frameless Smart Android TV, Black, (2YRs WRTY)","KSh 13,199","KSh 20,995",37%,4.2 out of 5(147)
Garnier Mineral Men Invisible Roll-on - 50ml,KSh 350, , ,4.5 out of 5(64)
Wlisth Men's Watch Fashion Stainless Steel Quartz Watch,KSh 960,"KSh 1,958",51%,4.4 out of 5(117)
RichRipple 12inch LCD Writing Tablet Graphic Digital Handwriting Pads Multicolor Screen,KSh 639,"KSh 1,199",47%,4.2 out of 5(9)
Qwen Portable Laptop Holder Aluminum Alloy Fold Able Computer Stand,KSh 560,"KSh 1,000",44%,4.6 out of 5(42)
Nunix 3 Burners Table Top Glass,"KSh 3,237", , ,4.3 out of 5(18)
Axe Body Spray for Men - Dark Temptation - 150ml,KSh 499, , ,4.6 out of 5(19)
Gld GL-004 2.1CH Subwoofer Speaker System + Mic 120W - Black,"KSh 7,999","KSh 11,999",33%,4.9 out of 5(9)
Maybelline Fit Me Concealer - 40 Caramel,KSh 989,"KSh 1,045",5%,4.3 out of 5(163)
"Amtec 50Q6 - 50"" Android Smart TV, Inbuilt Decoder + WI-FI Netflix/YouTube/Bluetooth - Black","KSh 34,499","KSh 40,000",14%,4.4 out of 5(15)
Nunix Nunix 100 Litres Freezer Fridge,"KSh 24,749","KSh 24,750",1%,4.3 out of 5(20)
Huggies Baby Wipes Newborn Pure 168 Sheets,KSh 299,KSh 300,1%,4.1 out of 5(7)
Nice One 6PCS 200ML High Quality Classy Whiskey/Wine/Water glass,KSh 599,KSh 799,25%,4.7 out of 5(13)
Rashnik Rn-1020 400w Mixer/ Blender With Grinder (Red),"KSh 2,016", , ,3.3 out of 5(4)
NIVEA Pearl & Beauty Anti-Perspirant Spray 48h - 150ml (Pack Of 2),"KSh 1,440", , ,4.6 out of 5(232)
NIVEA Hydro Care Lip Balm - 4.8g,KSh 395, , ,4.6 out of 5(335)
Sun King Pico Plus Pack Of 2 SolarLight,"KSh 2,394","KSh 2,520",5%,4.4 out of 5(49)
Oraimo PowerBox 300 Lite 30000mAh 15W Power Bank,"KSh 4,200","KSh 8,400",50%,4.3 out of 5(8)
Rashnik Instant heater shower head,"KSh 1,619","KSh 1,620",1%,3.8 out of 5(16)
"Nunix 11L Pressure Cooker, Blue Carton Heavy Gauge","KSh 3,679","KSh 3,840",4%,4.2 out of 5(19)
Niceone 6pcs 387ml High Quality Classy Whiskey Wine Water Glass,KSh 599,KSh 999,40%,4.8 out of 5(17)
C Idea 10 Inches Android 12 Sim 8GB+512GB Storage Keyboard Adults Tablet PC(Green),"KSh 12,999","KSh 22,999",43%,4.3 out of 5(45)
UNCOVER PIMPLE PATCH - I AM SPOTLESS 18 PATCHES,KSh 999, , ,4.3 out of 5(172)
Maybelline Fit Me Powder 365 Espresso,"KSh 1,348","KSh 1,420",5%,4.5 out of 5(165)
Nunix NU-A22 3.1 Woofer/mini Home Theatre Speaker System,"KSh 4,729","KSh 4,730",1%,3.8 out of 5(34)
Superfoam Morning Glory Heavy Duty Quilted Mattress - Grey,"KSh 8,421 - KSh 16,842", , ,4.3 out of 5(95)
Garnier Protection 6 In 1 Floral Fresh Womens Roll-on - 50ml,KSh 348,KSh 350,1%,4.4 out of 5(421)
LASA USB 3.0 To Type-c OTG,KSh 450,KSh 895,50%,4.2 out of 5(5)
Binatone SI-1850 Smoother Gliding Steam Iron - 1800W ? White/Purple (1YR WRTY),"KSh 1,700","KSh 3,600",53%,4.7 out of 5(35)
NIVEA Strawberry Shine Lip Balm For Women - 4.8g (Pack Of 2),KSh 609,KSh 870,30%,4.5 out of 5(133)
Nunix Nunix Professional Commercial Flat Iron Hair Straightener,KSh 919,KSh 920,1%,3.9 out of 5(39)
"Nunix Z16C Double Door Hot, Normal & Cold Water Dispenser - Gold","KSh 6,820", , ,4.3 out of 5(16)
Veet Veet Cream Normal 50g,KSh 459,KSh 600,24%,5 out of 5(2)
UNCOVER On The Go Kit,"KSh 3,020","KSh 3,550",15%,4.2 out of 5(26)
Nunix AK-100 - 2 In 1 Blender With Grinding Machine - 1.5L,"KSh 1,847","KSh 1,848",1%,3.8 out of 5(65)
NIVEA MEN Cool Kick Body Lotion For Men - 400ml (Pack Of 2),"KSh 1,005","KSh 1,340",25%,4.7 out of 5(149)
UNCOVER Aloe Invisible Sunscreen,"KSh 2,999", , ,4.4 out of 5(34)
"Vitron V636, 3.1CH Multimedia Bluetooth Speaker System - Black","KSh 5,999","KSh 8,059",26%,4.1 out of 5(150)
"Vision Plus Power Bank 10000mAh VPPB10A - Black, (1YR WRTY)",KSh 999,"KSh 1,700",41%,4.7 out of 5(6)
Sun King Pico Plus Portable Solar Light,"KSh 1,222","KSh 1,300",6%,4.2 out of 5(132)
Adidas Runfalcon 3.0 Men Running Shoes,"KSh 4,576","KSh 9,152",50%,4.8 out of 5(15)
"NIVEA His & Hers Body Pack (Nourishing Cocoa Lotion - 400 Ml, Deep Lotion 400 Ml)","KSh 1,048","KSh 1,310",20%,4.6 out of 5(46)
Johnnie Walker Johnnie Walker Red Label - 750 ML,"KSh 1,799","KSh 2,300",22%,4.5 out of 5(46)
Rashnik RN-2451 Hot And Normal Stand Alone Dispenser (White&Blue),"KSh 3,630", , ,4.7 out of 5(3)
Amtec AM-009 3.1CH Hi-Fi System 20000W,"KSh 9,450","KSh 15,000",37%,4.1 out of 5(8)
Solarmax 300 WATTS FULLKIT:300WATTS PANEL+200AH BATTERY+1000 WATTS INVERTER+30A CONTROLLER+4 BULBS+10M CABLE,"KSh 24,999","KSh 47,000",47%,3.8 out of 5(31)
Martini Martini Fierro 750ml,"KSh 1,899","KSh 2,577",26%,4.6 out of 5(49)
Miniso Aromatic Scent Diffuser,KSh 359, , ,4.1 out of 5(80)
RichRipple 8 Ultra Smart Watch Bands Gift Box Smart Watches,"KSh 2,599","KSh 3,675",29%,4.1 out of 5(29)
AILYONS ELP2402K 2.1CH Multi Media Speaker System Woofer-18000W PMPO (1YR WRTY),"KSh 2,899","KSh 3,999",28%,3.8 out of 5(59)
Vision Plus VP2112SB Sound Bar 130W RMS - Black.,"KSh 9,499","KSh 15,000",37%,3.8 out of 5(24)
"Nunix SC-001, 2 Burner Table Top Cooker","KSh 1,908", , ,4 out of 5(11)
"Rashnik Bullet Thermos, 750ml",KSh 540, , ,3.6 out of 5(32)
Velvex Baking Paper 38cm X 10m,KSh 207,KSh 295,30%,4.5 out of 5(22)
AILYONS ELP2403K 2.1CH SubWoofer Home Theatrer Multi Media Speaker System,"KSh 2,899","KSh 3,999",28%,3.8 out of 5(143)
"Roch RGC-307TT, 3-Burner Automatic Gas Cooker ? Silver (1YR WRTY)","KSh 2,829","KSh 5,000",43%,4 out of 5(50)
Maybelline Superstay Matte Ink Lipstick 50 Voyager,"KSh 1,658","KSh 2,400",31%,4.4 out of 5(1004)
Ecoa Electric Pressure Cooker - 8 Litres,"KSh 12,000","KSh 17,500",31%,4.7 out of 5(41)
Maybelline SuperStay 30H Active Wear Foundation- 79 WARM CHESTNUT,"KSh 1,680","KSh 2,400",30%,4.5 out of 5(70)
Maybelline Superstay Matte Ink Liquid Lipstick - 115 Founder,"KSh 1,656","KSh 2,400",31%,4.1 out of 5(87)
UNCOVER Argan Hydrating Moisturiser,"KSh 1,799","KSh 1,999",10%,4.4 out of 5(23)
LASA USB C To USB C Cable 60W 3A Fast Charging Cable 1.2M,KSh 450,KSh 795,43%,4.9 out of 5(7)
"Nunix Semi-Automatic Top Load Washing Machine, 10KG Grey","KSh 26,399","KSh 26,400",1%,5 out of 5(3)
Mara MSM Powder (Methylsulfonylmethane) - 50g,KSh 650,KSh 700,7%,4.6 out of 5(39)
"Oppo A38, 6.56"", 4GB RAM + 128GB,50MP, 5000mAh (Dual SIM), Glowing Gold","KSh 19,899","KSh 22,999",13%,3.8 out of 5(20)
"Oppo A38,6.56"",4GB RAM+128GB ROM,50MP,5000mAh (Dual Sim) - Glowing Black, (2YRs WRTY)","KSh 19,899","KSh 22,999",13%,4.4 out of 5(29)
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Pearl","KSh 1,388","KSh 2,000",31%,4.7 out of 5(89)
RichRipple Wired Wood Desktop Speakers Bass Stereo Subwoofer Sound Box Computer Speakers,KSh 979,"KSh 1,561",37%,4.1 out of 5(24)
William Lawson's William Lawsons Scotch Whisky - 1 Litre,"KSh 1,999","KSh 2,650",25%,4.8 out of 5(15)
NIVEA Rich Nourishing Body Lotion 100ml,KSh 175,KSh 180,3%,5 out of 5(6)
Geisha Moringa Oil Soap 225G,KSh 155, , ,4.7 out of 5(24)
"Vision Plus 3 In 1 Cable, 1M - Black",KSh 380,KSh 500,24%,5 out of 5(5)
Maybelline Fit Me Matte And Poreless Foundation- Mocha 360,"KSh 1,790", , ,4.3 out of 5(687)
Oraimo Micro USB Data Cable 2M For V8 Charger,KSh 150,KSh 200,25%,4.7 out of 5(12)
Superfoam Morning Glory High Density Quilted Mattress - Purple,"KSh 8,768 - KSh 16,505", , ,4.6 out of 5(53)
Fay Fay Kitchen Towels Twin Pack,KSh 364,KSh 365,1%,4.5 out of 5(19)
Cil Cil Pishori Aromatic Rice – 2Kg,KSh 569,KSh 625,9%,4.4 out of 5(33)
Vaseline Lotion Cocoa Glow Void 100ml,KSh 175, , ,4.5 out of 5(13)
Hisense Dual Air Fryer 6.3 Liters (2YRs WRTY),"KSh 9,899","KSh 15,000",34%,4.2 out of 5(20)
Rashnik 2.2L Handpan Stainless Steel Vacuum Food Flask,"KSh 1,068", , ,4.5 out of 5(8)
BOMGE 4-Channel Dynamic Wireless Microphone System,"KSh 8,919","KSh 14,893",40%,4.3 out of 5(61)
Mara Indigo Powder 100g,"KSh 1,200", , ,4.4 out of 5(87)
Amtec AM-007 X-BASS SUB WOOFER MULTIMEDIA SYSTEM-BT/FM/USB,"KSh 4,450","KSh 7,000",36%,4.1 out of 5(58)
NIVEA MEN Cool Kick Shower Gel For Men - 500ml (Pack Of 2),"KSh 1,456","KSh 2,080",30%,4.7 out of 5(47)
Garnier Micellar Water Sensitive Skin - 100ml,KSh 439,KSh 495,11%,4.4 out of 5(491)
"Royal 43"" Smart Frameless Full HD LED Television - Black.","KSh 20,999","KSh 30,000",30%,4 out of 5(5)
"Hisense WTJA802T 8Kg Top Load Washing Machine, Silver (2YRS WRTY)","KSh 38,300","KSh 49,500",23%,4.6 out of 5(14)
Sundabest Classy High Quality Black Dinner Plates 6 Pcs (311009123),"KSh 1,290", , ,4 out of 5(2)
"Samsung Galaxy A15, 6.5"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Light Blue, (1YR WRTY)","KSh 17,999","KSh 39,999",55%,4.6 out of 5(17)
EDENBERG EB-3608-A 4PCS Kitchen Utensils Set - Grey,KSh 720, , ,4.3 out of 5(4)
NIVEA Perfect & Radiant Day & Night Essentials Pack For Normal Skin,"KSh 3,610", , ,4.5 out of 5(41)
Itel Rechargeable Smart Trimmer,KSh 980,"KSh 1,400",30%,5 out of 5(4)
Nunix GP-007 3 Burners Table Top Glass,"KSh 4,047", , ,3.6 out of 5(24)
Maybelline Sky High Lash Sensational Mascara - Black,"KSh 2,300", , ,4.6 out of 5(184)
NIVEA Diamond & Argan Shower Cream For Women - 500ml,KSh 669,KSh 955,30%,4.9 out of 5(45)
"Oppo A18,6.6"",128GB+4GB, 8MP, 90Hz, 5000mAh (Dual Sim) Glowing Black (2YRs WRTY)","KSh 15,417","KSh 19,999",23%,4.2 out of 5(61)
Nunix Nunix 2 Layer Stainless Steel Dishrack DR2S,"KSh 1,199","KSh 1,200",1%,4.6 out of 5(39)
"Danny Home Sevdikler Tall Glasses, Set Of 6 (1988-8)",KSh 960, , ,5 out of 5(2)
Rashnik Rashnik RN-337 Vegetable ROUND GRATER,KSh 479,KSh 480,1%,4.4 out of 5(5)
Ramtons RF/356- 50*50 4Gas Cooker (1YR WRTY),"KSh 30,200", , ,5 out of 5(1)
Maybelline Fit Me Matte And Poreless Foundation 30 Ml 356 WARM COCONUT,"KSh 1,790", , ,4.3 out of 5(844)
"C Idea Android 12 Tablet SIM 256GB ROM 800*1280 With Case, Keyboard CM835 Blue","KSh 7,999","KSh 15,000",47%, 
AB Wheel Double Wheel Abs Roller + Tummy Trimmer + FREE Knee Mat,"KSh 1,400","KSh 1,450",3%,4.3 out of 5(136)
Defacto Man Core Regular Fit Knitted Cardigan - Black,"KSh 1,588","KSh 3,971",60%,4.7 out of 5(7)
LASA 132cm Tripod Travel Stand For Phone / Camera,"KSh 1,392","KSh 2,500",44%,4.9 out of 5(8)
Ecoa Char Plus,"KSh 4,000","KSh 5,490",27%,4.8 out of 5(6)
Nunix G1004 New Design Infrared Gas Burner,"KSh 2,989","KSh 3,052",2%,4.2 out of 5(21)
"Vivo Y02t - 6.51'', 4GB RAM + 64GB ROM - (Dual SIM) - 5000mAh - Orchid Blue, (2YRs WRTY)","KSh 9,999","KSh 19,999",50%,4.2 out of 5(5)
Chrome Chrome Gin - 750ml,KSh 669,KSh 760,12%,4.3 out of 5(86)
Adidas Widewalk M Men Running Shoes,"KSh 3,290","KSh 10,112",67%,4.9 out of 5(8)
